Instructor Name,Favorite Quote,Type of Exercise,Level of Difficulty,Music w/ Explicit Lyrics,Class Length,Health Impact,Class Name,Class Description
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Evening Yoga Flow,Aditi designed this yoga sequence to help you end your day on a chill note.
Aditi Shah,Practice makes progress.,yoga,intermediate,True,30 min,"heart rate, calories",Power Flow,"In this power flow class, you will flow at a faster pace. Added poses and repetition of movements will help build strength. This class is recommended for students with previous yoga flow experience."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Morning Slow Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,strength,intermediate,True,30 min,"heart rate, calories",90s Pilates,"This 30-minute mat Pilates class increases core strength, flexibility and body awareness. Build strength & stamina with longer Pilates flows, progressions and challenging choreography."
Aditi Shah,Practice makes progress.,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Core,"This yoga class focuses on poses that help engage, strengthen and stabilize your core."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,60 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,strength,beginner,True,20 min,"heart rate, calories",Pilates,"This 20-minute mat Pilates class increases core strength, flexibility and body awareness. Focus on fundamentals and learn modifications to kick-start a strong Pilates practice."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Morning Yoga Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,strength,intermediate,True,20 min,"heart rate, calories",Pop Punk Pilates,"This 20-minute mat Pilates class increases core strength, flexibility and body awareness. Build strength & stamina with the introduction of longer Pilates flows, progressions and challenging choreography."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Focus Flow: Twists,"This yoga class focuses on twisting poses. Twists stimulate circulation and have a cleansing and refreshing effect on the internal organs, as well as benefits for the spine, hips and shoulders."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Hips,"This yoga class focuses on poses that help engage, strengthen and open up your hips. A perfect complement to all your hard work on the Bike or Tread!"
Aditi Shah,Practice makes progress.,yoga,beginner,False,20 min,"heart rate, calories",Focus Flow: Core,"This yoga class focuses on poses that help engage, strengthen and stabilize your core."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Morning Slow Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,beginner,False,10 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,intermediate,True,30 min,"heart rate, calories",David Guetta Power Flow,"For the next 30 minutes, your mat is the club. Roll it out and join Aditi as the two of you flow along to renowned DJ David Guettas global party hits. "
Aditi Shah,Practice makes progress.,yoga,beginner,False,20 min,"heart rate, calories",Slow Flow,"This is a yoga class where the pace is slower than our other yoga flow classes. Poses are held for longer durations, which allows for more instruction, and generally a deeper experience of the poses."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Focus Flow: Crow Pose,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on crow pose."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Morning Yoga Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,intermediate,False,10 min,"heart rate, calories",Focus Flow: Floor Poses,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on floor poses."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,10 min,"heart rate, calories",Focus Flow: Standing Balances,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on standing balances."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,45 min,"heart rate, calories",Focus Flow: Headstand,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on headstands."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Focus Flow: Chest Openers,"This yoga class focuses on poses that engage and open up the chest. Heart-opening poses are the perfect antidote for all those hours we spend hunched over computers, phones or handlebars."
Aditi Shah,Practice makes progress.,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Hips,"This yoga class focuses on poses that help engage, strengthen and open up your hips. A perfect complement to all your hard work on the Bike or Tread!"
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Power Flow,"In this power flow class, you will flow at a faster pace. Added poses and repetition of movements will help build strength. This class is recommended for students with previous yoga flow experience."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,10 min,"heart rate, calories",Focus Flow: Supported Fish Pose,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on supported fish pose."
Aditi Shah,Practice makes progress.,yoga,intermediate,True,30 min,"heart rate, calories",Morning Yoga Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,intermediate,False,60 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Morning Slow Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,beginner,False,20 min,"heart rate, calories",Slow Flow,"This is a yoga class where the pace is slower than our other yoga flow classes. Poses are held for longer durations, which allows for more instruction, and generally a deeper experience of the poses."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Focus Flow: Lower Body,"This yoga class focuses on poses that engage, strengthen and open up the muscles of the lower body."
Aditi Shah,Practice makes progress.,yoga,beginner,False,20 min,"heart rate, calories",Focus Flow: Forward Folds,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on forward folds."
Aditi Shah,Practice makes progress.,strength,beginner,True,30 min,"heart rate, calories",Pilates,"This 30-minute mat Pilates class increases core strength, flexibility and body awareness. Focus on fundamentals and learn modifications to kick-start a strong Pilates practice."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Focus Flow: Twists,"This yoga class focuses on twisting poses. Twists stimulate circulation and have a cleansing and refreshing effect on the internal organs, as well as benefits for the spine, hips and shoulders."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Morning Slow Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,strength,intermediate,False,20 min,"heart rate, calories",90s Pilates,"This 20-minute mat Pilates class increases core strength, flexibility and body awareness. Build strength & stamina with the introduction of longer Pilates flows, progressions and challenging choreography."
Aditi Shah,Practice makes progress.,strength,intermediate,True,30 min,"heart rate, calories",2000s Pilates,"This 30-minute mat Pilates class increases core strength, flexibility and body awareness. Build strength & stamina with longer Pilates flows, progressions and challenging choreography."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Upper Body,"This yoga class focuses on poses that engage, strengthen and open up the muscles of the upper body."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Slow Flow,"This is a yoga class where the pace is slower than our other yoga flow classes. Poses are held for longer durations, which allows for more instruction, and generally a deeper experience of the poses."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Floor Poses,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on floor poses."
Aditi Shah,Practice makes progress.,meditation,beginner,False,10 min,heart rate,Empathy Meditation,A guided meditation that focuses on cultivating empathy.
Aditi Shah,Practice makes progress.,yoga,intermediate,False,60 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Lower Body,"This yoga flow class focuses on poses that engage, strengthen and open up the muscles of the lower body."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,45 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,beginner,True,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,20 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,20 min,"heart rate, calories",Morning Yoga Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,beginner,False,20 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,strength,intermediate,False,30 min,"heart rate, calories",Disney Pilates,"This 30-minute mat Pilates class increases core strength, flexibility and body awareness. Build strength & stamina with longer Pilates flows, progressions and challenging choreography."
Aditi Shah,Practice makes progress.,strength,intermediate,True,20 min,"heart rate, calories",2000s Pilates,"This 20-minute mat Pilates class increases core strength, flexibility and body awareness. Build strength & stamina with the introduction of longer Pilates flows, progressions and challenging choreography."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,45 min,"heart rate, calories",Slow Flow,"This is a yoga class where the pace is slower than our other yoga flow classes. Poses are held for longer durations, which allows for more instruction, and generally a deeper experience of the poses."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Morning Power Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,strength,intermediate,False,30 min,"heart rate, calories",Bollywood Pilates,"This 30-minute mat Pilates class increases core strength, flexibility and body awareness. Build strength & stamina with longer Pilates flows, progressions and challenging choreography."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Hamstrings,"This yoga class focuses on poses that engage, strengthen and/or open up the hamstrings."
Aditi Shah,Practice makes progress.,strength,intermediate,True,30 min,"heart rate, calories",Pilates,"This 30-minute mat Pilates class increases core strength, flexibility and body awareness. Build strength & stamina with longer Pilates flows, progressions and challenging choreography."
Aditi Shah,Practice makes progress.,yoga,intermediate,True,30 min,"heart rate, calories",Morning Power Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,beginner,False,20 min,"heart rate, calories",Evening Yoga Flow,Aditi designed this yoga sequence to help you end your day on a chill note.
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Morning Yoga Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,strength,intermediate,True,20 min,"heart rate, calories",Pop Punk Pilates,"This 20-minute mat Pilates class increases core strength, flexibility and body awareness. Build strength & stamina with the introduction of longer Pilates flows, progressions and challenging choreography."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,45 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,strength,intermediate,False,20 min,"heart rate, calories",Diwali Pilates,Join Aditi in this Diwali celebration as you flow through 20 min. of Pilates. This special class features a playlist that was made in collaboration with musician and record producer Jay Sean.
Aditi Shah,Practice makes progress.,strength,intermediate,False,20 min,"heart rate, calories",Pilates,"This 20-minute mat Pilates class increases core strength, flexibility and body awareness. Build strength & stamina with the introduction of longer Pilates flows, progressions and challenging choreography."
Aditi Shah,Practice makes progress.,strength,intermediate,True,20 min,"heart rate, calories",90s Pilates,"This 20-minute mat Pilates class increases core strength, flexibility and body awareness. Build strength & stamina with the introduction of longer Pilates flows, progressions and challenging choreography."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Focus Flow: Lower Body,"This yoga class focuses on poses that engage, strengthen and open up the muscles of the lower body."
Aditi Shah,Practice makes progress.,yoga,beginner,False,20 min,"heart rate, calories",Focus Flow: Floor Poses,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on floor poses."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Morning Yoga Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,intermediate,True,30 min,"heart rate, calories",Power Flow,"In this power flow class, you will flow at a faster pace. Added poses and repetition of movements will help build strength. This class is recommended for students with previous yoga flow experience."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Morning Slow Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Lower Body,"This yoga class focuses on poses that engage, strengthen and open up the muscles of the lower body."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Focus Flow: Hips,"This yoga class focuses on poses that help engage, strengthen and open up your hips. A perfect complement to all your hard work on the Bike or Tread!"
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Focus Flow: Backbends,"This yoga class focuses on backbends. Backbends are invigorating and strengthening and help open up the shoulders, chest and heart, areas where we often hold tension in the body."
Aditi Shah,Practice makes progress.,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Bridge,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on bridge."
Aditi Shah,Practice makes progress.,yoga,intermediate,True,30 min,"heart rate, calories",Morning Power Yoga,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,beginner,False,5 min,"heart rate, calories",Basics: Bound Angle,Join this yoga basics class focusing on bound angle. This short class is a perfect tutorial for someone new to yoga or an experienced student seeking to enhance their practice.
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Crow,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on crow."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Morning Yoga Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,intermediate,True,30 min,"heart rate, calories",Power Yoga,"In this power yoga class, you will flow at a faster pace. Added poses and repetition of movements will help build strength. This class is recommended for students with previous yoga flow experience."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,10 min,"heart rate, calories",Focus Flow: Hamstrings,"This yoga class focuses on poses that engage, strengthen and/or open up the hamstrings."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Morning Yoga Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Focus Flow: Standing Balances,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on standing balances."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,45 min,"heart rate, calories",Power Yoga,"In this power yoga class, you will flow at a faster pace. Added poses and repetition of movements will help build strength. This class is recommended for students with previous yoga flow experience."
Aditi Shah,Practice makes progress.,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Revolved Half Moon,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on revolved half moon."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Morning Yoga Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Downward Facing Dog,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on downward facing dog."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Slow Flow,"This is a yoga class where the pace is slower than our other yoga flow classes. Poses are held for longer durations, which allows for more instruction, and generally a deeper experience of the poses."
Aditi Shah,Practice makes progress.,yoga,beginner,False,5 min,"heart rate, calories",Focus Flow: Wrists,This yoga class focuses on poses that allow you to strengthen and work on the mobility of your wrists.
Aditi Shah,Practice makes progress.,yoga,intermediate,False,60 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Focus Flow: Standing Poses,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on standing poses."
Aditi Shah,Practice makes progress.,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Floor Poses,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on floor poses."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Focus Flow: Twists,"This yoga class focuses on twisting poses. Twists stimulate circulation and have a cleansing and refreshing effect on the internal organs, as well as benefits for the spine, hips and shoulders."
Aditi Shah,Practice makes progress.,yoga,beginner,True,15 min,"heart rate, calories",Focus Flow: Core,"This yoga class focuses on poses that help engage, strengthen and stabilize your core."
Aditi Shah,Practice makes progress.,yoga,beginner,False,15 min,"heart rate, calories",Focus Flow: Pigeon,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on pigeon."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Focus Flow: Hips,"This yoga class focuses on poses that help engage, strengthen and open up your hips. A perfect complement to all your hard work on the Bike or Tread!"
Aditi Shah,Practice makes progress.,yoga,intermediate,True,30 min,"heart rate, calories",Power Yoga,"In this power yoga class, you will flow at a faster pace. Added poses and repetition of movements will help build strength. This class is recommended for students with previous yoga flow experience."
Aditi Shah,Practice makes progress.,yoga,beginner,False,10 min,"heart rate, calories",Basics: Lizard,Join this yoga basics class focusing on lizard pose. This short class is a perfect tutorial for someone new to yoga or an experienced student seeking to enhance their practice.
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Focus Flow: Forward Folds,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on forward folds."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Lower Body,"This yoga class focuses on poses that engage, strengthen and open up the muscles of the lower body."
Aditi Shah,Practice makes progress.,yoga,intermediate,True,10 min,"heart rate, calories",Focus Flow: Core,"This yoga class focuses on poses that help engage, strengthen and stabilize your core."
Aditi Shah,Practice makes progress.,yoga,beginner,False,45 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Morning Yoga Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,beginner,False,15 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,75 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Morning Slow Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,10 min,"heart rate, calories",Focus Flow: Lower Body,"This yoga class focuses on poses that engage, strengthen and open up the muscles of the lower body."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,45 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Focus Flow: Hips,"This yoga class focuses on poses that help engage, strengthen and open up your hips. A perfect complement to all your hard work on the Bike or Tread!"
Aditi Shah,Practice makes progress.,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Wrists,This yoga class focuses on poses that allow you to strengthen and work on the mobility of your wrists.
Aditi Shah,Practice makes progress.,strength,intermediate,False,20 min,"heart rate, calories",Bollywood Pilates,"In celebration of Asian & Pacific Islander Heritage: Join Aditi in singing and dancing along to classic filmi songs from your favorite Bollywood movies, featuring a co-curated playlist with the journalistic publication, The Juggernaut."
Aditi Shah,Practice makes progress.,yoga,intermediate,True,20 min,"heart rate, calories",Focus Flow: Hips,"This yoga class focuses on poses that help engage, strengthen and open up your hips. A perfect complement to all your hard work on the Bike or Tread!"
Aditi Shah,Practice makes progress.,yoga,intermediate,True,30 min,"heart rate, calories",Morning Power Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Core,"This yoga class focuses on poses that help engage, strengthen and stabilize your core."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Morning Yoga Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Feet,"This yoga class focuses on movement that allows you to work on strength and mobility in your feet.
"
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Morning Yoga Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,intermediate,False,20 min,"heart rate, calories",Evening Yoga Flow,Aditi designed this yoga sequence to help you end your day on a chill note.
Aditi Shah,Practice makes progress.,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Lower Body,"This yoga class focuses on poses that engage, strengthen and open up the muscles of the lower body."
Aditi Shah,Practice makes progress.,yoga,beginner,False,10 min,"heart rate, calories",Basics: Head to Knee Pose,Join this yoga basics class focusing on head to knee pose. This short class is a perfect tutorial for someone new to yoga or an experienced student seeking to enhance their practice.
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Evening Yoga Flow,Aditi designed this yoga sequence to help you end your day on a chill note.
Aditi Shah,Practice makes progress.,strength,intermediate,False,20 min,"heart rate, calories",Holi Pilates,Join Aditi in this Holi celebration as you flow through 20 min of Pilates. 
Aditi Shah,Practice makes progress.,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Upper Body,"This yoga class focuses on poses that engage, strengthen and open up the muscles of the upper body."
Aditi Shah,Practice makes progress.,yoga,beginner,False,20 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Focus Flow: Lower Body,"This yoga class focuses on poses that engage, strengthen and open up the muscles of the lower body."
Aditi Shah,Practice makes progress.,yoga,beginner,False,30 min,"heart rate, calories",Morning Slow Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,beginner,False,15 min,"heart rate, calories",Focus Flow: Hamstrings,"This power yoga class focuses on poses that engage, strengthen and/or open up the hamstrings. Our power classes are recommended for users with previous yoga flow experience."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,intermediate,True,30 min,"heart rate, calories",Power Yoga,"In this power yoga class, you will flow at a faster pace. Added poses and repetition of movements will help build strength. This class is recommended for students with previous yoga flow experience."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,10 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Morning Slow Flow,Aditi designed this yoga sequence to help you start your day!
Aditi Shah,Practice makes progress.,yoga,intermediate,False,10 min,"heart rate, calories",Focus Flow: Hamstrings,"This yoga class focuses on poses that engage, strengthen and/or open up the hamstrings."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Fire Log,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on fire log pose."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Lizard,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on lizard."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,30 min,"heart rate, calories",Power Yoga,"In this power yoga class, you will flow at a faster pace. Added poses and repetition of movements will help build strength. This class is recommended for students with previous yoga flow experience."
Aditi Shah,Practice makes progress.,yoga,intermediate,False,10 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, well flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility, and balance."
Aditi Shah,Practice makes progress.,yoga,beginner,False,20 min,"heart rate, calories",Yoga Flow: Glutes,"This Yoga Flow class focuses on poses that engage, strengthen and/or open up the gluteus muscles, which provide power and stability for walking, running, and doing more yoga."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Upper Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for upper-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Cody Rigsby,"Can I do this? ABSOLUTELY!
",bike_bootcamp,intermediate,True,30 min,"heart rate, cadence, calories",Bootcamp: Lower Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for lower-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
